Year,Number of Bedrooms,Property Type,County,UNIT,Rent_Price,Land_Price,Population of County,Avg_Rent_By_Bedroom,Rent_Land_Ratio,vat_internal_€m,paye_income_tax_and_usc_€m,self_employed_income_tax_€m,corporation_tax_€m,capital_gains_tax_€m
2022,All bedrooms,All property types,Galway,Euro,1214.26,10500,277737,1298.127292225201,0.11564380952380952,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,1210.04,10500,277737,1184.0090322580645,0.11524190476190475,376.52,1018.22,148.58,267.17,74.62
2022,Three bed,All property types,Galway,Euro,1201.94,10500,277737,1385.131496350365,0.11447047619047619,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,1192.26,10500,277737,1184.0090322580645,0.11354857142857143,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,1177.01,10500,277737,1230.7152459016395,0.11209619047619047,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,1170.98,10500,277737,1230.7152459016395,0.11152190476190477,376.52,1018.22,148.58,267.17,74.62
2022,Three bed,All property types,Galway,Euro,1166.98,10500,277737,1385.131496350365,0.11114095238095238,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,1164.05,10500,277737,1230.7152459016395,0.11086190476190476,376.52,1018.22,148.58,267.17,74.62
2022,Two bed,All property types,Galway,Euro,1157.87,10500,277737,1274.9833802816902,0.11027333333333332,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,1148.27,10500,277737,1230.7152459016395,0.10935904761904762,376.52,1018.22,148.58,267.17,74.62
2022,Three bed,All property types,Galway,Euro,1143.36,10500,277737,1385.131496350365,0.10889142857142856,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,1133.77,10500,277737,1184.0090322580645,0.10797809523809523,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,1133.51,10500,277737,1230.7152459016395,0.10795333333333333,376.52,1018.22,148.58,267.17,74.62
2022,All bedrooms,All property types,Galway,Euro,1129.71,10500,277737,1298.127292225201,0.10759142857142857,376.52,1018.22,148.58,267.17,74.62
2022,All bedrooms,All property types,Galway,Euro,1126.86,10500,277737,1298.127292225201,0.10731999999999998,376.52,1018.22,148.58,267.17,74.62
2022,Three bed,All property types,Galway,Euro,1120.94,10500,277737,1385.131496350365,0.10675619047619048,376.52,1018.22,148.58,267.17,74.62
2022,Four plus bed,All property types,Galway,Euro,1117.63,10500,277737,1680.8637333333334,0.10644095238095239,376.52,1018.22,148.58,267.17,74.62
2022,Four plus bed,All property types,Galway,Euro,1117.23,10500,277737,1680.8637333333334,0.10640285714285715,376.52,1018.22,148.58,267.17,74.62
2022,Four plus bed,All property types,Galway,Euro,1116.9,10500,277737,1680.8637333333334,0.10637142857142858,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,1089.3,10500,277737,1184.0090322580645,0.10374285714285714,376.52,1018.22,148.58,267.17,74.62
2022,Four plus bed,All property types,Galway,Euro,1086.05,10500,277737,1680.8637333333334,0.10343333333333334,376.52,1018.22,148.58,267.17,74.62
2022,Two bed,All property types,Galway,Euro,1065.83,10500,277737,1274.9833802816902,0.10150761904761904,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,1057.89,10500,277737,1184.0090322580645,0.10075142857142858,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,1053.97,10500,277737,1230.7152459016395,0.10037809523809524,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,1052.1,10500,277737,1230.7152459016395,0.1002,376.52,1018.22,148.58,267.17,74.62
2022,Two bed,All property types,Galway,Euro,1047.32,10500,277737,1274.9833802816902,0.0997447619047619,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,1021.0,10500,277737,1230.7152459016395,0.09723809523809523,376.52,1018.22,148.58,267.17,74.62
2022,All bedrooms,All property types,Galway,Euro,1012.38,10500,277737,1298.127292225201,0.09641714285714285,376.52,1018.22,148.58,267.17,74.62
2022,Two bed,All property types,Galway,Euro,1007.2,10500,277737,1274.9833802816902,0.09592380952380952,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,992.17,10500,277737,1184.0090322580645,0.09449238095238095,376.52,1018.22,148.58,267.17,74.62
2022,All bedrooms,All property types,Galway,Euro,991.66,10500,277737,1298.127292225201,0.09444380952380953,376.52,1018.22,148.58,267.17,74.62
2022,Three bed,All property types,Galway,Euro,991.36,10500,277737,1385.131496350365,0.0944152380952381,376.52,1018.22,148.58,267.17,74.62
2022,Three bed,All property types,Galway,Euro,981.93,10500,277737,1385.131496350365,0.09351714285714285,376.52,1018.22,148.58,267.17,74.62
2022,All bedrooms,All property types,Galway,Euro,974.07,10500,277737,1298.127292225201,0.09276857142857144,376.52,1018.22,148.58,267.17,74.62
2022,All bedrooms,All property types,Galway,Euro,972.21,10500,277737,1298.127292225201,0.09259142857142857,376.52,1018.22,148.58,267.17,74.62
2022,Three bed,All property types,Galway,Euro,966.99,10500,277737,1385.131496350365,0.09209428571428571,376.52,1018.22,148.58,267.17,74.62
2022,One bed,All property types,Galway,Euro,965.53,10500,277737,1057.0936904761904,0.09195523809523809,376.52,1018.22,148.58,267.17,74.62
2022,Four plus bed,All property types,Galway,Euro,963.44,10500,277737,1680.8637333333334,0.09175619047619048,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,956.19,10500,277737,1230.7152459016395,0.09106571428571429,376.52,1018.22,148.58,267.17,74.62
2022,All bedrooms,All property types,Galway,Euro,948.62,10500,277737,1298.127292225201,0.0903447619047619,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,945.6,10500,277737,1230.7152459016395,0.09005714285714286,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,911.95,10500,277737,1230.7152459016395,0.08685238095238096,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,910.61,10500,277737,1230.7152459016395,0.0867247619047619,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,906.9,10500,277737,1184.0090322580645,0.08637142857142857,376.52,1018.22,148.58,267.17,74.62
2022,Three bed,All property types,Galway,Euro,893.02,10500,277737,1385.131496350365,0.08504952380952381,376.52,1018.22,148.58,267.17,74.62
2022,Two bed,All property types,Galway,Euro,889.66,10500,277737,1274.9833802816902,0.08472952380952381,376.52,1018.22,148.58,267.17,74.62
2022,Two bed,All property types,Galway,Euro,883.45,10500,277737,1274.9833802816902,0.08413809523809525,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,882.96,10500,277737,1230.7152459016395,0.08409142857142858,376.52,1018.22,148.58,267.17,74.62
2022,One bed,All property types,Galway,Euro,869.65,10500,277737,1057.0936904761904,0.08282380952380952,376.52,1018.22,148.58,267.17,74.62
2022,Two bed,All property types,Galway,Euro,856.52,10500,277737,1274.9833802816902,0.08157333333333333,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,854.99,10500,277737,1184.0090322580645,0.08142761904761905,376.52,1018.22,148.58,267.17,74.62
2022,Two bed,All property types,Galway,Euro,852.82,10500,277737,1274.9833802816902,0.08122095238095238,376.52,1018.22,148.58,267.17,74.62
2022,All bedrooms,All property types,Galway,Euro,852.53,10500,277737,1298.127292225201,0.08119333333333333,376.52,1018.22,148.58,267.17,74.62
2022,All bedrooms,All property types,Galway,Euro,848.7,10500,277737,1298.127292225201,0.08082857142857143,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,845.83,10500,277737,1184.0090322580645,0.0805552380952381,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,844.73,10500,277737,1184.0090322580645,0.0804504761904762,376.52,1018.22,148.58,267.17,74.62
2022,Two bed,All property types,Galway,Euro,835.6,10500,277737,1274.9833802816902,0.07958095238095238,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,809.88,10500,277737,1230.7152459016395,0.07713142857142857,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,802.42,10500,277737,1184.0090322580645,0.07642095238095238,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,794.35,10500,277737,1184.0090322580645,0.07565238095238096,376.52,1018.22,148.58,267.17,74.62
2022,Three bed,All property types,Galway,Euro,790.97,10500,277737,1385.131496350365,0.0753304761904762,376.52,1018.22,148.58,267.17,74.62
2022,Two bed,All property types,Galway,Euro,782.41,10500,277737,1274.9833802816902,0.07451523809523809,376.52,1018.22,148.58,267.17,74.62
2022,All bedrooms,All property types,Galway,Euro,773.08,10500,277737,1298.127292225201,0.07362666666666667,376.52,1018.22,148.58,267.17,74.62
2022,One bed,All property types,Galway,Euro,758.33,10500,277737,1057.0936904761904,0.07222190476190476,376.52,1018.22,148.58,267.17,74.62
2022,One bed,All property types,Galway,Euro,748.57,10500,277737,1057.0936904761904,0.07129238095238095,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,741.91,10500,277737,1184.0090322580645,0.07065809523809523,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,728.41,10500,277737,1230.7152459016395,0.06937238095238095,376.52,1018.22,148.58,267.17,74.62
2022,1 to 3 bed,All property types,Galway,Euro,719.63,10500,277737,1230.7152459016395,0.06853619047619047,376.52,1018.22,148.58,267.17,74.62
2022,Two bed,All property types,Galway,Euro,708.26,10500,277737,1274.9833802816902,0.06745333333333334,376.52,1018.22,148.58,267.17,74.62
2022,1 to 2 bed,All property types,Galway,Euro,692.5,10500,277737,1184.0090322580645,0.06595238095238096,376.52,1018.22,148.58,267.17,74.62
2022,One bed,All property types,Galway,Euro,657.53,10500,277737,1057.0936904761904,0.06262190476190475,376.52,1018.22,148.58,267.17,74.62
2022,Four plus bed,All property types,Kerry,Euro,1315.57,14500,156458,1680.8637333333334,0.09072896551724137,176.6,740.06,83.3,70.09,41.06
2022,Four plus bed,All property types,Kerry,Euro,1097.28,14500,156458,1680.8637333333334,0.07567448275862068,176.6,740.06,83.3,70.09,41.06
2022,Four plus bed,All property types,Kerry,Euro,1074.49,14500,156458,1680.8637333333334,0.07410275862068966,176.6,740.06,83.3,70.09,41.06
2022,All bedrooms,All property types,Kerry,Euro,1055.87,14500,156458,1298.127292225201,0.07281862068965517,176.6,740.06,83.3,70.09,41.06
2022,Three bed,All property types,Kerry,Euro,1048.92,14500,156458,1385.131496350365,0.07233931034482759,176.6,740.06,83.3,70.09,41.06
2022,Two bed,All property types,Kerry,Euro,1012.8,14500,156458,1274.9833802816902,0.06984827586206896,176.6,740.06,83.3,70.09,41.06
2022,1 to 3 bed,All property types,Kerry,Euro,989.2,14500,156458,1230.7152459016395,0.06822068965517242,176.6,740.06,83.3,70.09,41.06
2022,Three bed,All property types,Kerry,Euro,982.77,14500,156458,1385.131496350365,0.06777724137931035,176.6,740.06,83.3,70.09,41.06
2022,1 to 2 bed,All property types,Kerry,Euro,947.53,14500,156458,1184.0090322580645,0.06534689655172414,176.6,740.06,83.3,70.09,41.06
2022,Three bed,All property types,Kerry,Euro,935.18,14500,156458,1385.131496350365,0.0644951724137931,176.6,740.06,83.3,70.09,41.06
2022,All bedrooms,All property types,Kerry,Euro,912.25,14500,156458,1298.127292225201,0.06291379310344827,176.6,740.06,83.3,70.09,41.06
2022,All bedrooms,All property types,Kerry,Euro,912.19,14500,156458,1298.127292225201,0.0629096551724138,176.6,740.06,83.3,70.09,41.06
2022,1 to 3 bed,All property types,Kerry,Euro,909.03,14500,156458,1230.7152459016395,0.06269172413793103,176.6,740.06,83.3,70.09,41.06
2022,Three bed,All property types,Kerry,Euro,899.0,14500,156458,1385.131496350365,0.062,176.6,740.06,83.3,70.09,41.06
2022,Three bed,All property types,Kerry,Euro,897.4,14500,156458,1385.131496350365,0.06188965517241379,176.6,740.06,83.3,70.09,41.06
2022,All bedrooms,All property types,Kerry,Euro,893.51,14500,156458,1298.127292225201,0.06162137931034483,176.6,740.06,83.3,70.09,41.06
2022,All bedrooms,All property types,Kerry,Euro,879.83,14500,156458,1298.127292225201,0.06067793103448276,176.6,740.06,83.3,70.09,41.06
2022,1 to 3 bed,All property types,Kerry,Euro,877.05,14500,156458,1230.7152459016395,0.06048620689655172,176.6,740.06,83.3,70.09,41.06
2022,Two bed,All property types,Kerry,Euro,874.22,14500,156458,1274.9833802816902,0.060291034482758625,176.6,740.06,83.3,70.09,41.06
2022,Two bed,All property types,Kerry,Euro,871.6,14500,156458,1274.9833802816902,0.06011034482758621,176.6,740.06,83.3,70.09,41.06
2022,Two bed,All property types,Kerry,Euro,866.05,14500,156458,1274.9833802816902,0.05972758620689655,176.6,740.06,83.3,70.09,41.06
2022,1 to 2 bed,All property types,Kerry,Euro,857.51,14500,156458,1184.0090322580645,0.05913862068965517,176.6,740.06,83.3,70.09,41.06
2022,1 to 3 bed,All property types,Kerry,Euro,853.55,14500,156458,1230.7152459016395,0.058865517241379305,176.6,740.06,83.3,70.09,41.06
2022,Four plus bed,All property types,Kerry,Euro,849.64,14500,156458,1680.8637333333334,0.05859586206896552,176.6,740.06,83.3,70.09,41.06
2022,1 to 3 bed,All property types,Kerry,Euro,844.03,14500,156458,1230.7152459016395,0.058208965517241376,176.6,740.06,83.3,70.09,41.06
2022,1 to 2 bed,All property types,Kerry,Euro,810.16,14500,156458,1184.0090322580645,0.05587310344827586,176.6,740.06,83.3,70.09,41.06
2022,One bed,All property types,Kerry,Euro,809.38,14500,156458,1057.0936904761904,0.05581931034482759,176.6,740.06,83.3,70.09,41.06
2022,1 to 2 bed,All property types,Kerry,Euro,803.16,14500,156458,1184.0090322580645,0.0553903448275862,176.6,740.06,83.3,70.09,41.06
2022,Three bed,All property types,Kerry,Euro,799.37,14500,156458,1385.131496350365,0.05512896551724138,176.6,740.06,83.3,70.09,41.06
2022,Three bed,All property types,Kerry,Euro,782.46,14500,156458,1385.131496350365,0.05396275862068966,176.6,740.06,83.3,70.09,41.06
2022,All bedrooms,All property types,Kerry,Euro,779.99,14500,156458,1298.127292225201,0.05379241379310345,176.6,740.06,83.3,70.09,41.06
2022,All bedrooms,All property types,Kerry,Euro,762.51,14500,156458,1298.127292225201,0.05258689655172414,176.6,740.06,83.3,70.09,41.06
2022,1 to 3 bed,All property types,Kerry,Euro,746.49,14500,156458,1230.7152459016395,0.05148206896551724,176.6,740.06,83.3,70.09,41.06
2022,1 to 3 bed,All property types,Kerry,Euro,732.16,14500,156458,1230.7152459016395,0.05049379310344827,176.6,740.06,83.3,70.09,41.06
2022,1 to 2 bed,All property types,Kerry,Euro,728.07,14500,156458,1184.0090322580645,0.05021172413793104,176.6,740.06,83.3,70.09,41.06
2022,All bedrooms,All property types,Kerry,Euro,720.13,14500,156458,1298.127292225201,0.04966413793103448,176.6,740.06,83.3,70.09,41.06
2022,1 to 3 bed,All property types,Kerry,Euro,695.13,14500,156458,1230.7152459016395,0.047939999999999997,176.6,740.06,83.3,70.09,41.06
2022,Two bed,All property types,Kerry,Euro,689.05,14500,156458,1274.9833802816902,0.04752068965517241,176.6,740.06,83.3,70.09,41.06
2022,One bed,All property types,Kerry,Euro,677.36,14500,156458,1057.0936904761904,0.04671448275862069,176.6,740.06,83.3,70.09,41.06
2022,Two bed,All property types,Kerry,Euro,665.53,14500,156458,1274.9833802816902,0.04589862068965517,176.6,740.06,83.3,70.09,41.06
2022,One bed,All property types,Kerry,Euro,653.33,14500,156458,1057.0936904761904,0.045057241379310345,176.6,740.06,83.3,70.09,41.06
2022,1 to 2 bed,All property types,Kerry,Euro,653.31,14500,156458,1184.0090322580645,0.045055862068965516,176.6,740.06,83.3,70.09,41.06
2022,1 to 2 bed,All property types,Kerry,Euro,628.94,14500,156458,1184.0090322580645,0.04337517241379311,176.6,740.06,83.3,70.09,41.06
2022,Four plus bed,All property types,Kildare,Euro,2122.71,18680,247774,1680.8637333333334,0.11363543897216274,487.01,933.79,120.42,168.72,65.43
2022,Four plus bed,All property types,Kildare,Euro,2046.06,18680,247774,1680.8637333333334,0.10953211991434689,487.01,933.79,120.42,168.72,65.43
2022,Four plus bed,All property types,Kildare,Euro,1945.43,18680,247774,1680.8637333333334,0.10414507494646681,487.01,933.79,120.42,168.72,65.43
2022,Four plus bed,All property types,Kildare,Euro,1909.76,18680,247774,1680.8637333333334,0.1022355460385439,487.01,933.79,120.42,168.72,65.43
2022,Four plus bed,All property types,Kildare,Euro,1871.07,18680,247774,1680.8637333333334,0.10016434689507495,487.01,933.79,120.42,168.72,65.43
2022,Three bed,All property types,Kildare,Euro,1784.54,18680,247774,1385.131496350365,0.09553211991434689,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1700.48,18680,247774,1298.127292225201,0.0910321199143469,487.01,933.79,120.42,168.72,65.43
2022,Three bed,All property types,Kildare,Euro,1631.76,18680,247774,1385.131496350365,0.08735331905781585,487.01,933.79,120.42,168.72,65.43
2022,Four plus bed,All property types,Kildare,Euro,1625.08,18680,247774,1680.8637333333334,0.08699571734475374,487.01,933.79,120.42,168.72,65.43
2022,Three bed,All property types,Kildare,Euro,1601.98,18680,247774,1385.131496350365,0.08575910064239829,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1598.52,18680,247774,1230.7152459016395,0.08557387580299786,487.01,933.79,120.42,168.72,65.43
2022,Two bed,All property types,Kildare,Euro,1576.47,18680,247774,1274.9833802816902,0.08439346895074946,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1549.92,18680,247774,1298.127292225201,0.08297216274089936,487.01,933.79,120.42,168.72,65.43
2022,Three bed,All property types,Kildare,Euro,1549.1,18680,247774,1385.131496350365,0.08292826552462526,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1545.04,18680,247774,1298.127292225201,0.08271092077087794,487.01,933.79,120.42,168.72,65.43
2022,Two bed,All property types,Kildare,Euro,1522.37,18680,247774,1274.9833802816902,0.08149732334047109,487.01,933.79,120.42,168.72,65.43
2022,Three bed,All property types,Kildare,Euro,1518.93,18680,247774,1385.131496350365,0.08131316916488222,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1511.05,18680,247774,1298.127292225201,0.08089132762312634,487.01,933.79,120.42,168.72,65.43
2022,Three bed,All property types,Kildare,Euro,1488.34,18680,247774,1385.131496350365,0.07967558886509636,487.01,933.79,120.42,168.72,65.43
2022,Three bed,All property types,Kildare,Euro,1486.73,18680,247774,1385.131496350365,0.07958940042826552,487.01,933.79,120.42,168.72,65.43
2022,1 to 2 bed,All property types,Kildare,Euro,1486.13,18680,247774,1184.0090322580645,0.07955728051391864,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1484.34,18680,247774,1298.127292225201,0.07946145610278373,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1470.98,18680,247774,1230.7152459016395,0.07874625267665954,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1464.75,18680,247774,1230.7152459016395,0.0784127408993576,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1446.39,18680,247774,1230.7152459016395,0.07742987152034261,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1431.75,18680,247774,1230.7152459016395,0.07664614561027837,487.01,933.79,120.42,168.72,65.43
2022,Three bed,All property types,Kildare,Euro,1421.87,18680,247774,1385.131496350365,0.07611723768736615,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1412.46,18680,247774,1298.127292225201,0.0756134903640257,487.01,933.79,120.42,168.72,65.43
2022,Two bed,All property types,Kildare,Euro,1401.79,18680,247774,1274.9833802816902,0.07504229122055674,487.01,933.79,120.42,168.72,65.43
2022,1 to 2 bed,All property types,Kildare,Euro,1365.34,18680,247774,1184.0090322580645,0.07309100642398286,487.01,933.79,120.42,168.72,65.43
2022,1 to 2 bed,All property types,Kildare,Euro,1360.59,18680,247774,1184.0090322580645,0.07283672376873661,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1360.49,18680,247774,1298.127292225201,0.0728313704496788,487.01,933.79,120.42,168.72,65.43
2022,Two bed,All property types,Kildare,Euro,1352.26,18680,247774,1274.9833802816902,0.07239079229122056,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1340.64,18680,247774,1298.127292225201,0.07176873661670236,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1334.61,18680,247774,1230.7152459016395,0.07144593147751606,487.01,933.79,120.42,168.72,65.43
2022,Three bed,All property types,Kildare,Euro,1333.62,18680,247774,1385.131496350365,0.07139293361884368,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1329.94,18680,247774,1230.7152459016395,0.07119593147751606,487.01,933.79,120.42,168.72,65.43
2022,Three bed,All property types,Kildare,Euro,1320.93,18680,247774,1385.131496350365,0.07071359743040685,487.01,933.79,120.42,168.72,65.43
2022,1 to 2 bed,All property types,Kildare,Euro,1319.45,18680,247774,1184.0090322580645,0.07063436830835118,487.01,933.79,120.42,168.72,65.43
2022,Two bed,All property types,Kildare,Euro,1316.98,18680,247774,1274.9833802816902,0.07050214132762313,487.01,933.79,120.42,168.72,65.43
2022,Two bed,All property types,Kildare,Euro,1307.7,18680,247774,1274.9833802816902,0.07000535331905781,487.01,933.79,120.42,168.72,65.43
2022,1 to 2 bed,All property types,Kildare,Euro,1293.39,18680,247774,1184.0090322580645,0.06923929336188438,487.01,933.79,120.42,168.72,65.43
2022,Three bed,All property types,Kildare,Euro,1285.33,18680,247774,1385.131496350365,0.0688078158458244,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1275.04,18680,247774,1298.127292225201,0.06825695931477516,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1274.82,18680,247774,1230.7152459016395,0.06824518201284796,487.01,933.79,120.42,168.72,65.43
2022,Two bed,All property types,Kildare,Euro,1257.3,18680,247774,1274.9833802816902,0.06730728051391863,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1250.34,18680,247774,1298.127292225201,0.06693468950749465,487.01,933.79,120.42,168.72,65.43
2022,Two bed,All property types,Kildare,Euro,1248.14,18680,247774,1274.9833802816902,0.0668169164882227,487.01,933.79,120.42,168.72,65.43
2022,Two bed,All property types,Kildare,Euro,1246.62,18680,247774,1274.9833802816902,0.0667355460385439,487.01,933.79,120.42,168.72,65.43
2022,1 to 2 bed,All property types,Kildare,Euro,1241.61,18680,247774,1184.0090322580645,0.06646734475374731,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1233.7,18680,247774,1298.127292225201,0.06604389721627409,487.01,933.79,120.42,168.72,65.43
2022,1 to 2 bed,All property types,Kildare,Euro,1233.7,18680,247774,1184.0090322580645,0.06604389721627409,487.01,933.79,120.42,168.72,65.43
2022,Three bed,All property types,Kildare,Euro,1229.47,18680,247774,1385.131496350365,0.06581745182012848,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1227.05,18680,247774,1230.7152459016395,0.06568790149892934,487.01,933.79,120.42,168.72,65.43
2022,Two bed,All property types,Kildare,Euro,1210.5,18680,247774,1274.9833802816902,0.06480192719486082,487.01,933.79,120.42,168.72,65.43
2022,1 to 2 bed,All property types,Kildare,Euro,1208.9,18680,247774,1184.0090322580645,0.06471627408993577,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1203.59,18680,247774,1230.7152459016395,0.06443201284796574,487.01,933.79,120.42,168.72,65.43
2022,One bed,All property types,Kildare,Euro,1182.85,18680,247774,1057.0936904761904,0.06332173447537473,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1178.22,18680,247774,1230.7152459016395,0.06307387580299786,487.01,933.79,120.42,168.72,65.43
2022,One bed,All property types,Kildare,Euro,1175.43,18680,247774,1057.0936904761904,0.0629245182012848,487.01,933.79,120.42,168.72,65.43
2022,Two bed,All property types,Kildare,Euro,1168.4,18680,247774,1274.9833802816902,0.06254817987152035,487.01,933.79,120.42,168.72,65.43
2022,1 to 2 bed,All property types,Kildare,Euro,1153.51,18680,247774,1184.0090322580645,0.06175107066381156,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1152.48,18680,247774,1298.127292225201,0.061695931477516064,487.01,933.79,120.42,168.72,65.43
2022,1 to 2 bed,All property types,Kildare,Euro,1145.48,18680,247774,1184.0090322580645,0.06132119914346895,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1136.99,18680,247774,1298.127292225201,0.060866702355460385,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1129.72,18680,247774,1298.127292225201,0.06047751605995717,487.01,933.79,120.42,168.72,65.43
2022,Two bed,All property types,Kildare,Euro,1127.02,18680,247774,1274.9833802816902,0.06033297644539615,487.01,933.79,120.42,168.72,65.43
2022,One bed,All property types,Kildare,Euro,1125.05,18680,247774,1057.0936904761904,0.06022751605995717,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1107.63,18680,247774,1230.7152459016395,0.05929496788008566,487.01,933.79,120.42,168.72,65.43
2022,Three bed,All property types,Kildare,Euro,1102.32,18680,247774,1385.131496350365,0.059010706638115626,487.01,933.79,120.42,168.72,65.43
2022,1 to 2 bed,All property types,Kildare,Euro,1095.73,18680,247774,1184.0090322580645,0.05865792291220557,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1092.79,18680,247774,1230.7152459016395,0.05850053533190578,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1087.97,18680,247774,1230.7152459016395,0.05824250535331906,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1050.27,18680,247774,1298.127292225201,0.05622430406852248,487.01,933.79,120.42,168.72,65.43
2022,One bed,All property types,Kildare,Euro,1046.76,18680,247774,1057.0936904761904,0.05603640256959315,487.01,933.79,120.42,168.72,65.43
2022,All bedrooms,All property types,Kildare,Euro,1032.83,18680,247774,1298.127292225201,0.055290685224839396,487.01,933.79,120.42,168.72,65.43
2022,1 to 2 bed,All property types,Kildare,Euro,1022.7,18680,247774,1184.0090322580645,0.054748394004282656,487.01,933.79,120.42,168.72,65.43
2022,One bed,All property types,Kildare,Euro,1016.05,18680,247774,1057.0936904761904,0.0543923982869379,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,1015.16,18680,247774,1230.7152459016395,0.05434475374732334,487.01,933.79,120.42,168.72,65.43
2022,1 to 3 bed,All property types,Kildare,Euro,993.74,18680,247774,1230.7152459016395,0.053198072805139184,487.01,933.79,120.42,168.72,65.43
