Year,Number of Bedrooms,Property Type,County,UNIT,Rent_Price,Land_Price,Population of County
2022,All bedrooms,All property types,Dublin,Euro,1579.07,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1573.98,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1573.27,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1573.19,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1571.87,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1571.23,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1570.75,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1569.07,18395,1458154
2022,One bed,All property types,Dublin,Euro,1567.19,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1565.39,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1561.48,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1561.2,18395,1458154
2022,One bed,All property types,Dublin,Euro,1560.67,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1560.22,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1559.4,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1558.47,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1557.55,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1557.35,18395,1458154
2022,One bed,All property types,Dublin,Euro,1553.59,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1551.07,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1549.43,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1548.43,18395,1458154
2022,One bed,All property types,Dublin,Euro,1547.72,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1545.12,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1543.41,18395,1458154
2022,One bed,All property types,Dublin,Euro,1541.77,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1538.98,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1537.96,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1536.77,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1532.78,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1532.64,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1528.5,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1526.87,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1524.66,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1523.65,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1523.53,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1523.32,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1522.86,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1522.41,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1516.41,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1514.76,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1514.03,18395,1458154
2022,One bed,All property types,Dublin,Euro,1512.23,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1506.87,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1502.32,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1501.91,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1501.7,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1501.67,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1499.82,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1498.39,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1495.73,18395,1458154
2022,One bed,All property types,Dublin,Euro,1494.33,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1493.09,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1493.02,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1492.37,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1492.26,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1492.18,18395,1458154
2022,One bed,All property types,Dublin,Euro,1490.26,18395,1458154
2022,One bed,All property types,Dublin,Euro,1489.91,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1489.29,18395,1458154
2022,One bed,All property types,Dublin,Euro,1486.13,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1479.46,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1479.29,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1479.29,18395,1458154
2022,One bed,All property types,Dublin,Euro,1473.57,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1473.57,18395,1458154
2022,One bed,All property types,Dublin,Euro,1473.26,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1469.31,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1466.92,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1466.85,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1463.13,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1463.13,18395,1458154
2022,One bed,All property types,Dublin,Euro,1461.93,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1461.19,18395,1458154
2022,One bed,All property types,Dublin,Euro,1461.11,18395,1458154
2022,One bed,All property types,Dublin,Euro,1454.72,18395,1458154
2022,One bed,All property types,Dublin,Euro,1450.09,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1449.42,18395,1458154
2022,One bed,All property types,Dublin,Euro,1449.28,18395,1458154
2022,One bed,All property types,Dublin,Euro,1447.3,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1445.54,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1442.27,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1439.74,18395,1458154
2022,One bed,All property types,Dublin,Euro,1438.49,18395,1458154
2022,One bed,All property types,Dublin,Euro,1438.37,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1437.5,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1435.22,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1430.96,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1426.25,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1422.65,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1413.08,18395,1458154
2022,One bed,All property types,Dublin,Euro,1412.13,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1405.47,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1402.9,18395,1458154
2022,One bed,All property types,Dublin,Euro,1401.81,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1391.6,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1390.26,18395,1458154
2022,One bed,All property types,Dublin,Euro,1389.88,18395,1458154
2022,One bed,All property types,Dublin,Euro,1389.87,18395,1458154
2022,One bed,All property types,Dublin,Euro,1381.24,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1374.89,18395,1458154
2022,One bed,All property types,Dublin,Euro,1369.97,18395,1458154
2022,One bed,All property types,Dublin,Euro,1369.31,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1366.38,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1364.25,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1364.23,18395,1458154
2022,One bed,All property types,Dublin,Euro,1358.96,18395,1458154
2022,One bed,All property types,Dublin,Euro,1356.33,18395,1458154
2022,One bed,All property types,Dublin,Euro,1345.39,18395,1458154
2022,One bed,All property types,Dublin,Euro,1342.47,18395,1458154
2022,One bed,All property types,Dublin,Euro,1341.99,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1341.51,18395,1458154
2022,One bed,All property types,Dublin,Euro,1333.35,18395,1458154
2022,One bed,All property types,Dublin,Euro,1329.88,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1327.61,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1324.02,18395,1458154
2022,One bed,All property types,Dublin,Euro,1323.06,18395,1458154
2022,One bed,All property types,Dublin,Euro,1304.09,18395,1458154
2022,One bed,All property types,Dublin,Euro,1297.26,18395,1458154
2022,One bed,All property types,Dublin,Euro,1294.47,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1286.09,18395,1458154
2022,One bed,All property types,Dublin,Euro,1285.82,18395,1458154
2022,One bed,All property types,Dublin,Euro,1285.47,18395,1458154
2022,One bed,All property types,Dublin,Euro,1275.42,18395,1458154
2022,One bed,All property types,Dublin,Euro,1275.34,18395,1458154
2022,One bed,All property types,Dublin,Euro,1272.99,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1257.19,18395,1458154
2022,One bed,All property types,Dublin,Euro,1255.7,18395,1458154
2022,One bed,All property types,Dublin,Euro,1255.23,18395,1458154
2022,One bed,All property types,Dublin,Euro,1251.85,18395,1458154
2022,One bed,All property types,Dublin,Euro,1249.62,18395,1458154
2022,One bed,All property types,Dublin,Euro,1246.6,18395,1458154
2022,One bed,All property types,Dublin,Euro,1241.15,18395,1458154
2022,One bed,All property types,Dublin,Euro,1241.01,18395,1458154
2022,One bed,All property types,Dublin,Euro,1238.34,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1230.48,18395,1458154
2022,One bed,All property types,Dublin,Euro,1211.65,18395,1458154
2022,One bed,All property types,Dublin,Euro,1207.35,18395,1458154
2022,One bed,All property types,Dublin,Euro,1189.66,18395,1458154
2022,One bed,All property types,Dublin,Euro,1185.56,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1137.65,18395,1458154
2022,One bed,All property types,Dublin,Euro,1117.24,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1102.45,18395,1458154
2022,One bed,All property types,Dublin,Euro,1096.36,18395,1458154
2022,One bed,All property types,Dublin,Euro,1090.13,18395,1458154
2022,One bed,All property types,Dublin,Euro,1072.15,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1059.81,18395,1458154
2022,One bed,All property types,Dublin,Euro,950.35,18395,1458154
2022,Four plus bed,All property types,Galway,Euro,1893.71,10500,277737
2022,Four plus bed,All property types,Galway,Euro,1871.56,10500,277737
2022,Four plus bed,All property types,Galway,Euro,1794.36,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1737.18,10500,277737
2022,Four plus bed,All property types,Galway,Euro,1690.67,10500,277737
2022,Four plus bed,All property types,Galway,Euro,1588.01,10500,277737
2022,Four plus bed,All property types,Galway,Euro,1547.14,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1470.81,10500,277737
2022,Three bed,All property types,Galway,Euro,1463.27,10500,277737
2022,Four plus bed,All property types,Galway,Euro,1455.64,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1452.12,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1445.9,10500,277737
2022,Four plus bed,All property types,Galway,Euro,1439.43,10500,277737
2022,Three bed,All property types,Galway,Euro,1429.96,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1428.53,10500,277737
2022,Four plus bed,All property types,Galway,Euro,1398.57,10500,277737
2022,Four plus bed,All property types,Galway,Euro,1387.79,10500,277737
2022,Three bed,All property types,Galway,Euro,1382.56,10500,277737
2022,Two bed,All property types,Galway,Euro,1377.7,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,1341.17,10500,277737
2022,Three bed,All property types,Galway,Euro,1317.06,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,1314.45,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,1312.06,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1307.45,10500,277737
2022,Two bed,All property types,Galway,Euro,1294.91,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1292.57,10500,277737
2022,Two bed,All property types,Galway,Euro,1285.63,10500,277737
2022,Three bed,All property types,Galway,Euro,1277.38,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1275.87,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1275.85,10500,277737
2022,Three bed,All property types,Galway,Euro,1273.6,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,1273.45,10500,277737
2022,Three bed,All property types,Galway,Euro,1263.81,10500,277737
2022,Two bed,All property types,Galway,Euro,1255.01,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,1252.29,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1250.17,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1249.15,10500,277737
2022,Three bed,All property types,Galway,Euro,1228.8,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1224.06,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,1219.39,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1214.26,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,1210.04,10500,277737
2022,Three bed,All property types,Galway,Euro,1201.94,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,1192.26,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,1177.01,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,1170.98,10500,277737
2022,Three bed,All property types,Galway,Euro,1166.98,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,1164.05,10500,277737
2022,Two bed,All property types,Galway,Euro,1157.87,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,1148.27,10500,277737
2022,Three bed,All property types,Galway,Euro,1143.36,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,1133.77,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,1133.51,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1129.71,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1126.86,10500,277737
2022,Three bed,All property types,Galway,Euro,1120.94,10500,277737
2022,Four plus bed,All property types,Galway,Euro,1117.63,10500,277737
2022,Four plus bed,All property types,Galway,Euro,1117.23,10500,277737
2022,Four plus bed,All property types,Galway,Euro,1116.9,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,1089.3,10500,277737
2022,Four plus bed,All property types,Galway,Euro,1086.05,10500,277737
2022,Two bed,All property types,Galway,Euro,1065.83,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,1057.89,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,1053.97,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,1052.1,10500,277737
2022,Two bed,All property types,Galway,Euro,1047.32,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,1021,10500,277737
2022,All bedrooms,All property types,Galway,Euro,1012.38,10500,277737
2022,Two bed,All property types,Galway,Euro,1007.2,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,992.17,10500,277737
2022,All bedrooms,All property types,Galway,Euro,991.66,10500,277737
2022,Three bed,All property types,Galway,Euro,991.36,10500,277737
2022,Three bed,All property types,Galway,Euro,981.93,10500,277737
2022,All bedrooms,All property types,Galway,Euro,974.07,10500,277737
2022,All bedrooms,All property types,Galway,Euro,972.21,10500,277737
2022,Three bed,All property types,Galway,Euro,966.99,10500,277737
2022,One bed,All property types,Galway,Euro,965.53,10500,277737
2022,Four plus bed,All property types,Galway,Euro,963.44,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,956.19,10500,277737
2022,All bedrooms,All property types,Galway,Euro,948.62,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,945.6,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,911.95,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,910.61,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,906.9,10500,277737
2022,Three bed,All property types,Galway,Euro,893.02,10500,277737
2022,Two bed,All property types,Galway,Euro,889.66,10500,277737
2022,Two bed,All property types,Galway,Euro,883.45,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,882.96,10500,277737
2022,One bed,All property types,Galway,Euro,869.65,10500,277737
2022,Two bed,All property types,Galway,Euro,856.52,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,854.99,10500,277737
2022,Two bed,All property types,Galway,Euro,852.82,10500,277737
2022,All bedrooms,All property types,Galway,Euro,852.53,10500,277737
2022,All bedrooms,All property types,Galway,Euro,848.7,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,845.83,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,844.73,10500,277737
2022,Two bed,All property types,Galway,Euro,835.6,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,809.88,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,802.42,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,794.35,10500,277737
2022,Three bed,All property types,Galway,Euro,790.97,10500,277737
2022,Two bed,All property types,Galway,Euro,782.41,10500,277737
2022,All bedrooms,All property types,Galway,Euro,773.08,10500,277737
2022,One bed,All property types,Galway,Euro,758.33,10500,277737
2022,One bed,All property types,Galway,Euro,748.57,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,741.91,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,728.41,10500,277737
2022,1 to 3 bed,All property types,Galway,Euro,719.63,10500,277737
2022,Two bed,All property types,Galway,Euro,708.26,10500,277737
2022,1 to 2 bed,All property types,Galway,Euro,692.5,10500,277737
2022,One bed,All property types,Galway,Euro,657.53,10500,277737
2022,Four plus bed,All property types,Kerry,Euro,1315.57,14500,156458
2022,Four plus bed,All property types,Kerry,Euro,1097.28,14500,156458
2022,Four plus bed,All property types,Kerry,Euro,1074.49,14500,156458
2022,All bedrooms,All property types,Kerry,Euro,1055.87,14500,156458
2022,Three bed,All property types,Kerry,Euro,1048.92,14500,156458
2022,Two bed,All property types,Kerry,Euro,1012.8,14500,156458
2022,1 to 3 bed,All property types,Kerry,Euro,989.2,14500,156458
2022,Three bed,All property types,Kerry,Euro,982.77,14500,156458
2022,1 to 2 bed,All property types,Kerry,Euro,947.53,14500,156458
2022,Three bed,All property types,Kerry,Euro,935.18,14500,156458
2022,All bedrooms,All property types,Kerry,Euro,912.25,14500,156458
2022,All bedrooms,All property types,Kerry,Euro,912.19,14500,156458
2022,1 to 3 bed,All property types,Kerry,Euro,909.03,14500,156458
2022,Three bed,All property types,Kerry,Euro,899,14500,156458
2022,Three bed,All property types,Kerry,Euro,897.4,14500,156458
2022,All bedrooms,All property types,Kerry,Euro,893.51,14500,156458
2022,All bedrooms,All property types,Kerry,Euro,879.83,14500,156458
2022,1 to 3 bed,All property types,Kerry,Euro,877.05,14500,156458
2022,Two bed,All property types,Kerry,Euro,874.22,14500,156458
2022,Two bed,All property types,Kerry,Euro,871.6,14500,156458
2022,Two bed,All property types,Kerry,Euro,866.05,14500,156458
2022,1 to 2 bed,All property types,Kerry,Euro,857.51,14500,156458
2022,1 to 3 bed,All property types,Kerry,Euro,853.55,14500,156458
2022,Four plus bed,All property types,Kerry,Euro,849.64,14500,156458
2022,1 to 3 bed,All property types,Kerry,Euro,844.03,14500,156458
2022,1 to 2 bed,All property types,Kerry,Euro,810.16,14500,156458
2022,One bed,All property types,Kerry,Euro,809.38,14500,156458
2022,1 to 2 bed,All property types,Kerry,Euro,803.16,14500,156458
2022,Three bed,All property types,Kerry,Euro,799.37,14500,156458
2022,Three bed,All property types,Kerry,Euro,782.46,14500,156458
2022,All bedrooms,All property types,Kerry,Euro,779.99,14500,156458
2022,All bedrooms,All property types,Kerry,Euro,762.51,14500,156458
2022,1 to 3 bed,All property types,Kerry,Euro,746.49,14500,156458
2022,1 to 3 bed,All property types,Kerry,Euro,732.16,14500,156458
2022,1 to 2 bed,All property types,Kerry,Euro,728.07,14500,156458
2022,All bedrooms,All property types,Kerry,Euro,720.13,14500,156458
2022,1 to 3 bed,All property types,Kerry,Euro,695.13,14500,156458
2022,Two bed,All property types,Kerry,Euro,689.05,14500,156458
2022,One bed,All property types,Kerry,Euro,677.36,14500,156458
2022,Two bed,All property types,Kerry,Euro,665.53,14500,156458
2022,One bed,All property types,Kerry,Euro,653.33,14500,156458
2022,1 to 2 bed,All property types,Kerry,Euro,653.31,14500,156458
2022,1 to 2 bed,All property types,Kerry,Euro,628.94,14500,156458
2022,Four plus bed,All property types,Kildare,Euro,2122.71,18680,247774
2022,Four plus bed,All property types,Kildare,Euro,2046.06,18680,247774
2022,Four plus bed,All property types,Kildare,Euro,1945.43,18680,247774
2022,Four plus bed,All property types,Kildare,Euro,1909.76,18680,247774
2022,Four plus bed,All property types,Kildare,Euro,1871.07,18680,247774
2022,Three bed,All property types,Kildare,Euro,1784.54,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1700.48,18680,247774
2022,Three bed,All property types,Kildare,Euro,1631.76,18680,247774
2022,Four plus bed,All property types,Kildare,Euro,1625.08,18680,247774
2022,Three bed,All property types,Kildare,Euro,1601.98,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1598.52,18680,247774
2022,Two bed,All property types,Kildare,Euro,1576.47,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1549.92,18680,247774
2022,Three bed,All property types,Kildare,Euro,1549.1,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1545.04,18680,247774
2022,Two bed,All property types,Kildare,Euro,1522.37,18680,247774
2022,Three bed,All property types,Kildare,Euro,1518.93,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1511.05,18680,247774
2022,Three bed,All property types,Kildare,Euro,1488.34,18680,247774
2022,Three bed,All property types,Kildare,Euro,1486.73,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,1486.13,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1484.34,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1470.98,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1464.75,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1446.39,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1431.75,18680,247774
2022,Three bed,All property types,Kildare,Euro,1421.87,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1412.46,18680,247774
2022,Two bed,All property types,Kildare,Euro,1401.79,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,1365.34,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,1360.59,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1360.49,18680,247774
2022,Two bed,All property types,Kildare,Euro,1352.26,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1340.64,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1334.61,18680,247774
2022,Three bed,All property types,Kildare,Euro,1333.62,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1329.94,18680,247774
2022,Three bed,All property types,Kildare,Euro,1320.93,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,1319.45,18680,247774
2022,Two bed,All property types,Kildare,Euro,1316.98,18680,247774
2022,Two bed,All property types,Kildare,Euro,1307.7,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,1293.39,18680,247774
2022,Three bed,All property types,Kildare,Euro,1285.33,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1275.04,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1274.82,18680,247774
2022,Two bed,All property types,Kildare,Euro,1257.3,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1250.34,18680,247774
2022,Two bed,All property types,Kildare,Euro,1248.14,18680,247774
2022,Two bed,All property types,Kildare,Euro,1246.62,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,1241.61,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1233.7,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,1233.7,18680,247774
2022,Three bed,All property types,Kildare,Euro,1229.47,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1227.05,18680,247774
2022,Two bed,All property types,Kildare,Euro,1210.5,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,1208.9,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1203.59,18680,247774
2022,One bed,All property types,Kildare,Euro,1182.85,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1178.22,18680,247774
2022,One bed,All property types,Kildare,Euro,1175.43,18680,247774
2022,Two bed,All property types,Kildare,Euro,1168.4,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,1153.51,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1152.48,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,1145.48,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1136.99,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1129.72,18680,247774
2022,Two bed,All property types,Kildare,Euro,1127.02,18680,247774
2022,One bed,All property types,Kildare,Euro,1125.05,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1107.63,18680,247774
2022,Three bed,All property types,Kildare,Euro,1102.32,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,1095.73,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1092.79,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1087.97,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1050.27,18680,247774
2022,One bed,All property types,Kildare,Euro,1046.76,18680,247774
2022,All bedrooms,All property types,Kildare,Euro,1032.83,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,1022.7,18680,247774
2022,One bed,All property types,Kildare,Euro,1016.05,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,1015.16,18680,247774
2022,1 to 3 bed,All property types,Kildare,Euro,993.74,18680,247774
2022,Two bed,All property types,Kildare,Euro,986.8,18680,247774
2022,Two bed,All property types,Kildare,Euro,962.67,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,946.7,18680,247774
2022,1 to 2 bed,All property types,Kildare,Euro,939.55,18680,247774
2022,One bed,All property types,Kildare,Euro,923.05,18680,247774
2022,One bed,All property types,Kildare,Euro,903.63,18680,247774
2022,One bed,All property types,Kildare,Euro,856.06,18680,247774
2022,One bed,All property types,Kildare,Euro,836.01,18680,247774
2022,Four plus bed,All property types,Kilkenny,Euro,1157.74,15200,104160
2022,Two bed,All property types,Kilkenny,Euro,1043.75,15200,104160
2022,All bedrooms,All property types,Kilkenny,Euro,1037.8,15200,104160
2022,Three bed,All property types,Kilkenny,Euro,1021.09,15200,104160
2022,All bedrooms,All property types,Kilkenny,Euro,1008.56,15200,104160
2022,1 to 3 bed,All property types,Kilkenny,Euro,1004.98,15200,104160
2022,1 to 2 bed,All property types,Kilkenny,Euro,993.67,15200,104160
2022,Three bed,All property types,Kilkenny,Euro,942.18,15200,104160
2022,All bedrooms,All property types,Kilkenny,Euro,940.06,15200,104160
2022,All bedrooms,All property types,Kilkenny,Euro,935.34,15200,104160
2022,1 to 3 bed,All property types,Kilkenny,Euro,877.14,15200,104160
2022,1 to 3 bed,All property types,Kilkenny,Euro,871.33,15200,104160
2022,1 to 3 bed,All property types,Kilkenny,Euro,851.03,15200,104160
2022,All bedrooms,All property types,Kilkenny,Euro,844.73,15200,104160
2022,Two bed,All property types,Kilkenny,Euro,830.42,15200,104160
2022,All bedrooms,All property types,Kilkenny,Euro,803.87,15200,104160
2022,1 to 3 bed,All property types,Kilkenny,Euro,802.9,15200,104160
2022,1 to 2 bed,All property types,Kilkenny,Euro,789.48,15200,104160
2022,One bed,All property types,Kilkenny,Euro,707.19,15200,104160
2022,Four plus bed,All property types,Laois,Euro,1115.77,14625,91877
2022,Four plus bed,All property types,Laois,Euro,1069.61,14625,91877
2022,Three bed,All property types,Laois,Euro,1032.16,14625,91877
2022,Three bed,All property types,Laois,Euro,1002.06,14625,91877
2022,Three bed,All property types,Laois,Euro,998.74,14625,91877
